code,name,sector33,close,pct_from_high,ret_1m,turnover_value,脱落条件
32020,ダイトウボウ,繊維製品,126.0,-0.16000000000000003,-0.015625,3909000.0,押し目ゾーン(-15〜-5%)
32240,ゼネラル・オイスター,小売業,701.0,-0.19794050343249425,-0.005673758865248235,2100400.0,押し目ゾーン(-15〜-5%)
32310,野村不動産ホールディングス,不動産業,897.8,-0.2276989247311828,-0.06332811684924367,5437201870.0,押し目ゾーン(-15〜-5%)
32360,プロパスト,不動産業,273.0,-0.3341463414634146,-0.010869565217391353,12436200.0,押し目ゾーン(-15〜-5%)
323A0,フライヤー,情報･通信業,361.0,-0.5650602409638554,-0.11951219512195121,2210600.0,押し目ゾーン(-15〜-5%)
32420,アーバネットコーポレーション,不動産業,498.0,-0.20447284345047922,0.00809716599190291,24619400.0,押し目ゾーン(-15〜-5%)
32520,地主,不動産業,2856.0,-0.20445682451253477,-0.023255813953488413,242529000.0,押し目ゾーン(-15〜-5%)
32660,ファンドクリエーショングループ,不動産業,79.0,-0.3416666666666667,-0.059523809523809534,2681700.0,押し目ゾーン(-15〜-5%)
32670,フィル・カンパニー,建設業,623.0,-0.48212801330008315,-0.1347222222222222,10532600.0,押し目ゾーン(-15〜-5%)
32800,エストラスト,不動産業,915.0,-0.24876847290640391,-0.07388663967611331,13545700.0,押し目ゾーン(-15〜-5%)
32860,トラストホールディングス,不動産業,868.0,-0.23658751099384345,-0.023622047244094446,1040100.0,押し目ゾーン(-15〜-5%)
32880,オープンハウスグループ,不動産業,8336.0,-0.29025117071094086,-0.05444646098003625,2011490400.0,押し目ゾーン(-15〜-5%)
32890,東急不動産ホールディングス,不動産業,1285.0,-0.18773704171934258,-0.03997011580127008,3940003700.0,押し目ゾーン(-15〜-5%)
33090,積水ハウス・リート投資法人,その他,74400.0,-0.21930745015739772,-0.03626943005181349,1027201200.0,押し目ゾーン(-15〜-5%)
33470,,,408.0,-0.15000000000000002,-0.0024449877750610804,7923100.0,押し目ゾーン(-15〜-5%)
33880,明治電機工業,卸売業,2063.0,-0.1780876494023904,-0.04313543599257885,82689900.0,押し目ゾーン(-15〜-5%)
33950,サンマルクホールディングス,小売業,2458.0,-0.22460567823343847,-0.04728682170542631,203695100.0,押し目ゾーン(-15〜-5%)
339A0,プログレス・テクノロジーズ　グループ,サービス業,872.0,-0.4406670942912123,-0.0830704521556257,9258500.0,押し目ゾーン(-15〜-5%)
340A0,ジグザグ,情報･通信業,304.0,-0.8405036726128017,-0.17391304347826086,5316400.0,押し目ゾーン(-15〜-5%)
34170,大木ヘルスケアホールディングス,卸売業,1054.0,-0.27956254272043746,-0.11129848229342332,461881000.0,押し目ゾーン(-15〜-5%)
34370,特殊電極,金属製品,2752.0,-0.25621621621621626,0.04638783269961988,275200.0,押し目ゾーン(-15〜-5%)
34400,日創グループ,金属製品,884.0,-0.25021204410517384,-0.054545454545454564,14774400.0,押し目ゾーン(-15〜-5%)
34570,Ａｎｄ　Ｄｏホールディングス,不動産業,922.0,-0.18694885361552027,-0.0485036119711042,60420900.0,押し目ゾーン(-15〜-5%)
34630,いちごホテルリート投資法人,その他,109500.0,-0.2283298097251586,-0.08444816053511706,98569000.0,押し目ゾーン(-15〜-5%)
34950,香陵住販,不動産業,2371.0,-0.16952714535901925,0.011087420042643847,237100.0,押し目ゾーン(-15〜-5%)
36270,テクミラホールディングス,情報･通信業,265.0,-0.18711656441717794,-0.046762589928057596,19677200.0,押し目ゾーン(-15〜-5%)
