buy_date,code,sector,buy_price,shares,buy_amount,buy_fee,sell_date,reason,sell_price,sell_amount,sell_fee,net_pnl
2026-02-17,92410,サービス業,1666.0,1500,2499000.0,605,2026-02-27,SL(-5%),1582.7,2374050.0,605,-126160.0
2026-02-20,89460,不動産業,84.0,30100,2528400.0,605,2026-02-24,TP(+10%),92.4,2781240.0,605,251630.0
2025-12-18,81660,小売業,84.0,115300,9685200.0,1430,2026-03-03,SL(-5%),79.8,9200940.0,1430,-487120.0
2026-02-24,95570,サービス業,260.0,10700,2782000.0,605,2026-02-25,SL(-5%),247.0,2642900.0,605,-140310.0
2026-02-25,70630,サービス業,129.0,91800,11842200.0,1430,2026-02-26,TP(+10%),141.9,13026420.0,1430,1181360.0
2026-02-26,70630,サービス業,154.0,83200,12812800.0,1430,2026-02-27,SL(-5%),146.3,12172160.000000002,1430,-643499.9999999981
2026-02-26,45980,医薬品,240.0,800,192000.0,154,2026-02-27,TP(+10%),264.0,211200.0,220,18826.0
2026-02-27,190A0,医薬品,167.0,74200,12391400.0,1430,2026-03-02,SL(-5%),158.7,11775540.0,1430,-618720.0
2026-03-02,29010,食料品,404.0,29100,11756400.0,1430,2026-03-11,SL(-5%),383.8,11168580.0,1430,-590680.0
2026-02-13,39860,情報･通信業,505.0,25000,12625000.0,1430,2026-03-23,SL(-5%),479.8,11995000.0,1430,-632860.0
2026-03-11,192A0,サービス業,1915.0,5800,11107000.0,1430,2026-03-19,SL(-5%),1819.2,10551360.0,1430,-558500.0
2026-03-16,281A0,情報･通信業,417.0,27100,11300700.0,1430,2026-03-27,TP(+10%),458.7,12430770.0,1430,1127210.0
2026-03-27,41670,情報･通信業,359.0,33000,11847000.0,1430,2026-03-30,TP(+10%),394.9,13031700.0,1430,1181840.0
2026-03-27,175A0,情報･通信業,732.0,800,585600.0,330,2026-03-30,SL(-5%),695.4,556320.0,330,-29940.0
2026-03-30,31370,小売業,270.0,46100,12447000.0,1430,2026-04-06,SL(-5%),256.5,11824650.0,1430,-625210.0
2026-03-30,77940,その他製品,1326.0,800,1060800.0,605,2026-04-06,SL(-5%),1259.7,1007760.0,605,-54250.0
2026-04-06,53410,ガラス･土石製品,272.0,44500,12104000.0,1430,2026-04-07,SL(-5%),258.4,11498799.999999998,1430,-608060.0000000019
2026-04-06,51290,情報･通信業,430.0,1900,817000.0,330,2026-04-07,TP(+10%),473.0,898700.0,330,81040.0
2026-04-07,51290,情報･通信業,447.0,26500,11845500.0,1430,2026-04-08,SL(-5%),424.6,11251900.0,1430,-596460.0
2026-04-08,52560,情報･通信業,2405.0,4700,11303500.0,1430,2026-04-09,SL(-5%),2284.8,10738560.0,1430,-567800.0
2026-04-09,77090,精密機器,129.0,83300,10745700.0,1430,2026-04-10,TP(+10%),141.9,11820270.0,1430,1071710.0
2026-04-10,66960,電気機器,425.0,27700,11772500.0,1430,2026-04-13,SL(-5%),403.8,11185260.0,1430,-590100.0
2026-04-13,48920,医薬品,632.0,17700,11186400.0,1430,2026-04-20,TP(+10%),695.2,12305040.0,1430,1115780.0
2026-03-16,61900,サービス業,457.0,24700,11287900.0,1430,2026-04-24,SL(-5%),434.1,10722270.0,1430,-568490.0
2026-04-14,41660,情報･通信業,726.0,16600,12051600.0,1430,2026-04-27,SL(-5%),689.7,11449020.0,1430,-605440.0
2026-04-20,39360,情報･通信業,199.0,54000,10746000.0,1430,2026-04-21,TP(+10%),218.9,11820600.0,1430,1071740.0
2026-04-21,62760,電気機器,310.0,38700,11997000.0,1430,2026-05-07,SL(-5%),294.5,11397150.0,1430,-602710.0
2026-04-21,24590,サービス業,221.0,51000,11271000.0,1430,2026-05-07,SL(-5%),209.9,10704900.0,1430,-568960.0
2026-05-07,62280,機械,701.0,15200,10655200.0,1430,2026-05-12,SL(-5%),665.9,10121680.0,1430,-536380.0
2026-05-08,17680,建設業,1083.0,9300,10071900.0,1430,2026-05-18,SL(-5%),1028.8,9567840.0,1430,-506920.0
2026-05-12,189A0,サービス業,961.0,10000,9610000.0,1430,2026-05-28,SL(-5%),912.9,9129000.0,1430,-483860.0
2026-05-25,70670,サービス業,1023.0,8900,9104700.0,1430,2026-06-02,SL(-5%),971.8,8649020.0,1430,-458540.0
2026-05-27,23380,情報･通信業,165.0,52800,8712000.0,1430,2026-05-28,TP(+10%),181.5,9583200.0,1430,868340.0
2026-05-28,65480,サービス業,118.0,81200,9581600.0,1430,2026-05-29,SL(-5%),112.1,9102520.0,1430,-481940.0
2026-05-07,93450,サービス業,570.0,20000,11400000.0,1430,2026-06-15,SL(-5%),541.5,10830000.0,1430,-572860.0
2026-05-29,44870,情報･通信業,239.0,38100,9105900.0,1430,2026-06-15,SL(-5%),227.0,8648700.0,1430,-460060.0
2026-04-14,39350,情報･通信業,648.0,400,259200.0,220,2026-06-22,TP(+10%),712.8,285120.0,220,25480.0
2026-06-15,70480,サービス業,130.0,77700,10101000.0,1430,2026-06-16,SL(-5%),123.5,9595950.0,1430,-507910.0
2026-06-15,39260,情報･通信業,261.0,35900,9369900.0,1430,2026-06-16,TP(+10%),287.1,10306890.0,1430,934130.0
2026-06-16,35590,卸売業,459.0,21400,9822600.0,1430,2026-06-17,SL(-5%),436.0,9330400.0,1430,-495060.0
2026-06-17,67210,電気機器,84.0,111400,9357600.0,1430,2026-06-18,SL(-5%),79.8,8889720.0,1430,-470740.0
2026-06-18,73690,サービス業,381.0,23300,8877300.0,1430,2026-06-23,SL(-5%),361.9,8432270.0,1430,-447890.0
2026-06-19,63430,機械,144.0,58600,8438400.0,1430,2026-06-22,TP(+10%),158.4,9282240.0,1430,840980.0
2026-06-22,52420,情報･通信業,849.0,10900,9254100.0,1430,2026-06-29,SL(-5%),806.5,8790850.0,1430,-466110.0
2026-06-23,42650,情報･通信業,380.0,23200,8816000.0,1430,2026-06-30,TP(+10%),418.0,9697600.0,1430,878740.0
2026-06-30,66960,電気機器,329.0,29400,9672600.0,1430,2026-07-01,SL(-5%),312.6,9190440.0,1430,-485020.0
2026-07-01,44240,情報･通信業,235.0,39200,9212000.0,1430,2026-07-02,SL(-5%),223.2,8749440.0,1430,-465420.0
2026-07-02,23380,情報･通信業,123.0,71100,8745300.0,1430,2026-07-03,SL(-5%),116.8,8304480.0,1430,-443680.0
2026-07-03,52420,情報･通信業,907.0,9100,8253700.0,1430,2026-07-06,SL(-5%),861.6,7840560.0,1430,-416000.0
2026-07-06,264A0,サービス業,345.0,22800,7866000.0,1430,2026-07-07,SL(-5%),327.8,7473840.0,1430,-395020.0
2026-07-07,95570,サービス業,175.0,42800,7490000.0,1430,2026-07-08,TP(+10%),192.5,8239000.0,1430,746140.0
2026-07-08,60290,サービス業,187.0,44000,8228000.0,1430,2026-07-09,TP(+10%),205.7,9050800.0,1430,819940.0
2026-07-09,51030,その他,28.0,323500,9058000.0,1430,2026-07-13,SL(-5%),26.6,8605100.0,1430,-455760.0
2026-07-10,78370,その他製品,365.0,23500,8577500.0,1430,2026-07-17,SL(-5%),346.8,8149800.0,1430,-430560.0
2026-07-14,39960,情報･通信業,248.0,32900,8159200.0,1430,2026-07-15,SL(-5%),235.6,7751240.0,1430,-410820.0
2026-07-15,45860,医薬品,79.0,98200,7757800.0,1430,2026-07-16,SL(-5%),75.0,7365000.0,1430,-395660.0
2026-07-16,175A0,情報･通信業,690.0,10600,7314000.0,1430,2026-07-21,SL(-5%),655.5,6948300.0,1430,-368560.0
2026-07-21,93420,サービス業,837.0,8300,6947100.0,1430,2026-07-27,SL(-5%),795.1,6599330.0,1430,-350630.0
2026-07-27,89950,不動産業,943.0,7000,6601000.0,1430,2026-08-03,TP(+10%),1037.3,7261100.0,1430,657240.0
2026-07-31,91580,サービス業,790.0,9200,7268000.0,1430,2026-08-04,SL(-5%),750.5,6904600.0,1430,-366260.0
2026-08-04,184A0,情報･通信業,359.0,19300,6928700.0,1430,2026-08-05,SL(-5%),341.1,6583230.0,1430,-348330.0
2026-08-05,94440,情報･通信業,325.0,20200,6565000.0,1430,2026-08-06,TP(+10%),357.5,7221500.0,1430,653640.0
2026-08-06,330A0,情報･通信業,512.0,14100,7219200.0,1430,2026-08-07,SL(-5%),486.4,6858240.0,1430,-363820.0
2026-08-07,39090,情報･通信業,207.0,33200,6872400.0,1430,2026-08-18,SL(-5%),196.6,6527120.0,1430,-348140.0
2026-08-12,33230,卸売業,102.0,64000,6528000.0,1430,2026-08-13,SL(-5%),96.9,6201600.0,1430,-329260.0
2026-08-13,23420,サービス業,259.0,23900,6190100.0,1430,2026-08-19,SL(-5%),246.0,5879400.0,1430,-313560.0
2026-04-07,47600,サービス業,1630.0,300,489000.0,220,2026-09-03,SL(-5%),1548.5,464550.0,220,-24890.0
