as_of,code,company_name,sector33,market,market_cap_oku,turnover_oku,turnover_spike,op_yoy,sales_yoy,pct_from_high,price,max_return,final_return,is_winner
2025-07-28,13430,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信,その他,その他,,23.6993701,2.261272294619815,,,0.0,1983.5,0.08016133098058997,0.07461557852281331,False
2025-07-28,13450,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,その他,その他,,1.125455,2.1109971216702283,,,0.0,1861.0,0.07469102632993008,0.07119828049435784,False
2025-07-28,13460,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　日経２２５上場投信,その他,その他,,8.8455156,0.8554931329722141,,,-0.019003476245654682,42330.0,0.21167021025277588,0.20930781951334754,False
2025-07-28,13480,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　トピックス上場投信,その他,その他,,0.8347185,0.25358827102740844,,,-0.014939915556999028,3033.0,0.12528849324101543,0.12528849324101543,False
2025-07-28,13490,ステート・ストリート・グローバル・アドバイザーズ・シンガポール・リミテッド　ＡＢＦ汎アジア債券インデックス・ファンド,その他,その他,,0.00505875,0.2257184002605773,,,-0.021079988449321352,16950.0,0.03480825958702072,0.028023598820059004,False
2025-07-28,13560,シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸベア２倍上場投信,その他,その他,,4.48252184,0.9349109258022285,,,-0.52568093385214,243.8,0.015586546349466657,-0.2264150943396227,False
2025-07-28,13570,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,その他,その他,,160.09374346,0.8774827001977984,,,-0.46316685584563,9459.0,0.03552172534094522,-0.3400993762554181,False
2025-07-28,13580,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド日経レバレッジ指数,その他,その他,,5.2600192,0.8670044640537062,,,-0.03751981680465033,54640.0,0.44253294289897505,0.44198389458272325,False
2025-07-28,135A0,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,情報･通信業,グロース,,1.422883,0.3670567328441653,,,-0.27585139318885454,2339.0,0.2783240701154339,0.26293287729799064,False
2025-07-28,13600,シンプレクス・アセット・マネジメント株式会社　日経平均ベア２倍上場投信,その他,その他,,102.0839135,0.9691745458141746,,,-0.5206611570247934,232.0,0.036206896551724155,-0.33965517241379317,False
2025-07-28,13640,ブラックロック・ジャパン株式会社　ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,その他,その他,,0.06241623,0.343012477684123,,,-0.8994270929587876,2721.0,0.11613377434766625,0.11539875045938985,False
2025-07-28,13650,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均レバレッジ・インデックス,その他,その他,,18.4626506,0.9476613468740953,,,-0.03862753560638754,44550.0,0.4413019079685747,0.4408529741863074,False
2025-07-28,13660,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均ダブルインバース・インデックス,その他,その他,,6.48651319,0.9717712059780421,,,-0.5343811394891945,237.0,0.03797468354430378,-0.3417721518987342,False
2025-07-28,13670,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸレバレッジ（２倍）指数,その他,その他,,1.6981083,0.5338684752038066,,,-0.03196564885496178,40580.0,0.2545588960078857,0.2545588960078857,False
2025-07-28,13680,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸダブルインバース（−２倍）指数,その他,その他,,0.30022088,0.4999768235558459,,,-0.5137362637362637,354.0,0.016949152542372836,-0.2231638418079096,False
2025-07-28,13690,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　日経２２５,その他,その他,,3.4664334,1.035061242001505,,,-0.02025256135334763,41120.0,0.21230544747081703,0.21157587548638124,False
2025-07-28,13750,ユキグニファクトリー,水産・農林業,プライム,,0.51678,1.2842197994447175,,,-0.09927360774818406,1116.0,0.026881720430107503,-0.06093189964157708,False
2025-07-28,13760,カネコ種苗,水産・農林業,スタンダード,,0.075875,0.6385658421347414,,,-0.047091412742382266,1376.0,0.31540697674418605,0.2638081395348837,False
2025-07-28,13770,サカタのタネ,水産・農林業,プライム,,2.337995,0.5708448546332412,,,-0.08559782608695654,3365.0,0.19613670133729566,0.19613670133729566,False
2025-07-28,13790,ホクト,水産・農林業,プライム,,0.528427,0.9890576581419394,,,-0.056923076923076965,1839.0,0.07395323545405108,0.027732463295269127,False
2025-07-28,137A0,Ｃｏｃｏｌｉｖｅ,情報･通信業,グロース,,0.983456,1.5062723696623632,,,-0.12324393358876118,1373.0,0.09249817916970149,-0.1260014566642389,False
2025-07-28,13800,秋川牧園,水産・農林業,スタンダード,,0.028205,1.1491208950146365,,,-0.017941454202077378,1040.0,0.03076923076923066,-0.03269230769230769,False
2025-07-28,13810,アクシーズ,水産・農林業,スタンダード,,0.203363,3.1471693149328166,,,-0.05164319248826288,3030.0,0.044554455445544594,0.044554455445544594,False
2025-07-28,13820,ホーブ,水産・農林業,スタンダード,,0.271585,4.80500696640644,,,-0.22881355932203384,1729.0,0.8305378831694621,0.20532099479467902,False
2025-07-28,13830,ベルグアース,水産・農林業,スタンダード,,0.029598,0.780219056029313,,,-0.14587554269175107,2951.0,0.03015926804473068,0.0003388681802778404,False
2025-07-28,13840,ホクリヨウ,水産・農林業,スタンダード,,0.958891,2.3488721498775273,,,-0.014970059880239472,1645.0,0.662613981762918,0.662613981762918,False
2025-07-28,138A0,光フードサービス,小売業,グロース,,0.143303,1.9043891729834894,,,-0.45746268656716416,2181.0,0.4855570839064649,0.3672627235213204,False
2025-07-28,13970,三井住友ＤＳアセットマネジメント株式会社　ＳＭＤＡＭ　日経２２５上場投信,その他,その他,,2.3128518,1.7087631899869902,,,-0.018177525967894237,41590.0,0.20004808848280842,0.20004808848280842,False
2025-07-28,13980,三井住友ＤＳアセットマネジメント株式会社　ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,その他,その他,,3.5381974,1.3938089128825428,,,0.0,1888.0,0.07203389830508478,0.06647245762711873,False
2025-07-28,13990,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,その他,その他,,0.00123978,0.06577600933887968,,,-0.002981260647359485,2341.0,0.1012387868432294,0.09184109354976511,False
2025-07-28,14010,エムビーエス,建設業,グロース,,0.388982,0.70053643944073,,,-0.0942857142857143,1268.0,0.22318611987381698,0.10410094637223977,False
2025-07-28,14070,ウエストホールディングス,建設業,スタンダード,,4.587697,0.5842192927643705,,,-0.47868412218865386,1553.0,0.28332260141661303,0.07340631036703149,False
2025-07-28,140A0,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　米国１０年国債先物インバース,その他,その他,,0.00031796,0.14546728896068617,,,-0.03214807598636138,1987.0,0.0020130850528434774,-0.0206341217916457,False
2025-07-28,14140,ショーボンドホールディングス,建設業,プライム,,11.520203,1.2756728159970672,,,-0.17505954406260638,4849.0,0.10538255310373268,0.01670447514951534,False
2025-07-28,14170,ミライト・ワン,建設業,プライム,,8.1282275,1.0626524950426028,,,-0.008752327746741173,2661.5,0.11966935938380607,0.11966935938380607,False
2025-07-28,14180,インターライフホールディングス,建設業,スタンダード,,0.106687,0.33100895570548095,,,-0.15833333333333333,404.0,0.33415841584158423,0.31930693069306937,False
2025-07-28,14190,タマホーム,建設業,プライム,,6.474025,0.7241160818245775,,,-0.19956140350877194,3650.0,0.02876712328767117,-0.010958904109588996,False
2025-07-28,141A0,トライアルホールディングス,小売業,グロース,,34.62593,0.5158635494650562,,,-0.2929971988795518,2524.0,0.1351030110935023,-0.15134706814580035,False
2025-07-28,14200,サンヨーホームズ,建設業,スタンダード,,0.072506,1.0633358411317064,,,-0.0768194070080862,685.0,0.07883211678832125,0.033576642335766405,False
2025-07-28,14290,日本アクア,建設業,プライム,,0.386473,0.9934945340487165,,,-0.1264994547437296,801.0,0.17852684144818975,0.16104868913857673,False
2025-07-28,142A0,ジンジブ,サービス業,グロース,,0.019913,0.2535697845363562,,,-0.7971698113207547,645.0,0.5875968992248062,0.296124031007752,False
2025-07-28,14300,ファーストコーポレーション,建設業,スタンダード,,0.16601,0.5895952299646922,,,-0.1245136186770428,900.0,0.17222222222222228,0.05111111111111111,False
2025-07-28,14310,Ｌｉｂ　Ｗｏｒｋ,建設業,グロース,,0.713665,0.7141920380144527,,,-0.013368983957219305,738.0,0.07181571815718146,0.008130081300812941,False
2025-07-28,14330,ベステラ,建設業,プライム,,1.104667,1.7975075780461256,,,-0.03525365434221839,1122.0,0.13012477718360071,-0.050802139037433136,False
2025-07-28,14340,ＪＥＳＣＯホールディングス,建設業,スタンダード,,0.872399,1.9746971827598598,,,-0.05047619047619045,997.0,0.40120361083249745,0.254764292878636,False
2025-07-28,14350,ｒｏｂｏｔ　ｈｏｍｅ,不動産業,スタンダード,,0.207744,0.46203384387230906,,,-0.160427807486631,157.0,0.28025477707006363,0.17834394904458595,False
2025-07-28,14360,グリーンエナジー＆カンパニー,建設業,グロース,,0.070594,0.7564427666513258,,,-0.2433173406442769,2208.0,0.11865942028985499,0.0842391304347827,False
2025-07-28,14380,岐阜造園,建設業,スタンダード,,0.028483,0.756854283694803,,,-0.17423580786026205,1891.0,0.07350608143839232,0.021681649920676893,False
2025-07-28,143A0,イシン,サービス業,グロース,,0.2252,0.5084548110222256,,,-0.3107672469374597,1069.0,0.029934518241347075,-0.06454630495790459,False
2025-07-28,14430,技研ホールディングス,建設業,スタンダード,,0.143853,1.2413421748534432,,,-0.1791666666666667,197.0,0.3248730964467006,0.30456852791878175,False
2025-07-28,14440,ニッソウ,建設業,グロース,,0.231033,1.7158192275014705,,,-0.07587354409317804,2777.0,0.027727763773856662,0.022686352178610036,False
2025-07-28,14460,キャンディル,建設業,スタンダード,,0.031933,1.1258424074475606,,,-0.11335403726708071,571.0,0.035026269702276736,-0.04903677758318736,False
2025-07-28,14470,ＳＡＡＦホールディングス,建設業,グロース,,0.195182,1.6627266973174986,,,-0.26536312849162014,263.0,0.09505703422053235,-0.07224334600760451,False
2025-07-28,14500,ＴＡＮＡＫＥＮ,建設業,スタンダード,,0.04986,0.6176597928374505,,,-0.4362934362934363,1460.0,0.03904109589041105,-0.004794520547945158,False
2025-07-28,14560,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均インバース・インデックス,その他,その他,,1.76348429,0.9734914978995534,,,-0.30987654320987656,2236.0,0.018336314847942736,-0.18336314847942758,False
2025-07-28,14570,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸインバース（−１倍）指数,その他,その他,,1.42312977,2.168887207921739,,,-0.32657252888318355,2623.0,0.0072436141822340705,-0.11894776972931753,False
2025-07-28,14580,楽天投信投資顧問株式会社　楽天ＥＴＦ‐日経レバレッジ指数連動型,その他,その他,,58.0867309,0.573632701524834,,,-0.03841839596186203,34290.0,0.44590259550889466,0.4453193350831146,False
2025-07-28,14590,楽天投信投資顧問株式会社　楽天ＥＴＦ‐日経ダブルインバース指数連動型,その他,その他,,48.59413019,0.9583521122914183,,,-0.5032594524119948,381.0,0.034120734908136496,-0.34120734908136485,False
2025-07-28,145A0,Ｌ　ｉｓ　Ｂ,情報･通信業,グロース,,0.478665,0.7741992771616915,,,0.0,1077.0,0.4057567316620241,0.0696378830083566,False
2025-07-28,14660,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００ダブルインバース・インデックス,その他,その他,,0.03781237,1.3222257710932497,,,-0.5145631067961165,450.0,0.03333333333333344,-0.21111111111111114,False
2025-07-28,14690,シンプレクス・アセット・マネジメント株式会社　ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,その他,その他,,0.03144593,0.8428030739572466,,,-0.5180604203152364,440.3,0.021803315920962962,-0.22734499205087444,False
2025-07-28,146A0,コロンビア・ワークス,不動産業,スタンダード,,0.91232,0.5934370475674282,,,-0.05147058823529416,5160.0,-0.023255813953488413,-0.25193798449612403,False
2025-07-28,14720,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,その他,その他,,0.00966752,0.39532709819857775,,,-0.5544554455445545,180.0,0.022222222222222143,-0.22777777777777775,False
2025-07-28,14730,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　トピックス,その他,その他,,1.13009575,0.5915685249519161,,,-0.015041322314049532,2979.5,0.12569223023997322,0.12569223023997322,False
2025-07-28,14740,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,その他,その他,,0.01823025,0.1144441007401883,,,-0.01676801179288745,26680.0,0.12556221889055474,0.12518740629685166,False
2025-07-28,14750,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,その他,その他,,4.11620814,0.7772606827991243,,,-0.8974298275278999,303.3,0.11341905703923505,0.11341905703923505,False
2025-07-28,14760,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　Ｊリート　ＥＴＦ,その他,その他,,4.7539984,1.634751002161374,,,0.0,1904.0,0.07930672268907557,0.0761554621848739,False
2025-07-28,14770,ブラックロック・ジャパン株式会社　ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,その他,その他,,0.03780847,0.47309330303011193,,,-0.009544787077826689,2698.0,0.06968124536693843,0.06560415122312824,False
2025-07-28,14780,ブラックロック・ジャパン株式会社　ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,その他,その他,,1.21235822,0.6034789715809425,,,-0.01871921182266012,3984.0,0.0931224899598393,0.0931224899598393,False
2025-07-28,14790,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株人材設備投資指数,その他,その他,,0.0007256,0.048259954613295165,,,-0.05766233766233764,36280.0,0.36852260198456444,0.34922822491730976,False
2025-07-28,147A0,ソラコム,情報･通信業,グロース,,1.218052,0.9736140280761353,,,-0.3558495821727019,925.0,0.22702702702702693,-0.011891891891891881,False
2025-07-28,14800,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信,その他,その他,,0.00087195,0.07462694550957742,,,-0.07730158730158732,29065.0,0.35627042835024936,0.13676242903836222,False
2025-07-28,14810,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド日本経済貢献株,その他,その他,,0.00611194,5.4064903289039545,,,-0.10484848484848486,2954.0,0.08327691266079884,0.04536222071767093,False
2025-07-28,14820,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　米国債７−１０年　ＥＴＦ（為替ヘッジあり）,その他,その他,,3.61241,3.339348346702676,,,-0.09106145251396647,1627.0,0.027658266748617155,0.01659496004917016,False
2025-07-28,14830,ブラックロック・ジャパン株式会社　ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ,その他,その他,,2.967e-05,0.015097081561639676,,,-0.03980582524271847,2967.0,0.0805527468823728,0.05257836198179988,False
2025-07-28,14840,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,その他,その他,,0.0602463,3.6107844723735547,,,-0.028051427617298397,2910.5,0.0853805188112009,0.0853805188112009,False
2025-07-28,14850,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信,その他,その他,,0.001723,0.07513100505706229,,,-0.16873212583412778,43600.0,0.421788990825688,0.18830275229357807,False
2025-07-28,14860,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド米国債券（為替ヘッジなし）,その他,その他,,0.0467906,0.13689888274652795,,,-0.07305095150399021,22650.0,0.07417218543046356,0.07417218543046356,False
2025-07-28,14870,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド米国債券（為替ヘッジあり）,その他,その他,,0.19135515,0.5585032090705894,,,-0.09147230320699706,12465.0,0.03489771359807459,0.030084235860409203,False
2025-07-28,14880,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数,その他,その他,,1.72264852,1.481171884253772,,,0.0,1899.0,0.07056345444971046,0.07003686150605581,False
2025-07-28,14890,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,その他,その他,,6.19958372,0.6026028765742396,,,-0.027205276174773307,2360.0,0.11228813559322037,0.09576271186440688,False
2025-07-28,148A0,ハッチ・ワーク,情報･通信業,グロース,,0.443535,1.331544870947158,,,-0.07811947684694243,2608.0,0.1867331288343559,-0.006518404907975506,False
2025-07-28,14900,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,その他,その他,,0.00306106,1.4863284498131202,,,-0.06861277445109781,7466.0,0.2590409858023037,0.02143048486471999,False
2025-07-28,14910,中外鉱業,非鉄金属,スタンダード,,5.856672,1.1785455786173418,,,-0.28735632183908044,62.0,16.338709677419356,13.46774193548387,True
2025-07-28,14930,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,その他,その他,,0.04468045,0.12796149623515465,,,-0.030325084910237776,19985.0,0.08581436077057791,0.08131098323742814,False
2025-07-28,14940,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　高配当日本株,その他,その他,,0.3179705,1.4289608340548645,,,-0.005589879376287188,33800.0,0.08254437869822495,0.07928994082840246,False
2025-07-28,14950,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンドアジアリート,その他,その他,,0.04826855,0.6515149239969219,,,-0.060846560846560815,10650.0,0.07793427230046945,0.06995305164319254,False
2025-07-28,14960,ブラックロック・ジャパン株式会社　ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,その他,その他,,0.3195,0.5722872074596761,,,-0.08866736621196225,1737.0,0.031088082901554515,0.023603914795624625,False
2025-07-28,14970,ブラックロック・ジャパン株式会社　ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,その他,その他,,0.26513836,0.8665564777216508,,,-0.04512067156348376,1820.0,0.01098901098901095,-0.00879120879120876,False
2025-07-28,14980,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＥＳＧ,その他,その他,,0.0030078,0.3681100976939575,,,-0.018336886993603363,23020.0,0.14378801042571676,0.1424847958297133,False
2025-07-28,14990,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,その他,その他,,0.01909825,1.2390215711363783,,,-0.052321296978629306,9002.0,0.026327482781604017,-0.017107309486780742,False
2025-07-28,149A0,シンカ,情報･通信業,グロース,,0.082206,1.2853273084755834,,,-0.24886191198786034,990.0,0.02626262626262621,-0.15959595959595962,False
2025-07-28,150A0,ＪＳＨ,サービス業,グロース,,0.055852,1.297185313182972,,,-0.43733333333333335,422.0,0.1161137440758293,0.0,False
2025-07-28,15140,住石ホールディングス,鉱業,スタンダード,,0.759995,0.5978277628005205,,,-0.4799344799344799,635.0,0.06929133858267722,-0.06771653543307088,False
2025-07-28,15150,日鉄鉱業,鉱業,プライム,,3.2803,1.3855151723266965,,,-0.05429292929292928,7490.0,0.19492656875834435,-0.7618157543391189,False
2025-07-28,15180,三井松島ホールディングス,その他製品,プライム,,7.00874,1.6149238415576286,,,-0.09323308270676689,6030.0,0.14925373134328357,-0.7787728026533997,False
2025-07-28,151A0,ダイブグループ,サービス業,グロース,,0.236282,1.6968594935677088,,,-0.7497409326424871,966.0,0.023809523809523725,-0.2753623188405797,False
2025-07-28,153A0,カウリス,情報･通信業,グロース,,4.681533,1.9484905391805534,,,-0.10504003768252468,1900.0,0.3589473684210527,0.2689473684210526,False
2025-07-28,15400,三菱ＵＦＪ信託銀行株式会社　純金上場信託（現物国内保管型）,その他,その他,,40.1483869,0.8868354561650145,,,-0.015151515151515138,14950.0,0.5652173913043479,0.28963210702341136,False
2025-07-28,15410,三菱ＵＦＪ信託銀行株式会社　純プラチナ上場信託（現物国内保管型）,その他,その他,,2.62051966,0.5254882510282174,,,-0.03521017527532189,6220.0,0.612540192926045,0.2207395498392284,False
2025-07-28,15420,三菱ＵＦＪ信託銀行株式会社　純銀上場信託（現物国内保管型）,その他,その他,,6.68618965,1.0616334962078926,,,-0.020966802562609188,16810.0,0.6326591314693635,0.29476502082094,False
2025-07-28,15430,三菱ＵＦＪ信託銀行株式会社　純パラジウム上場信託（現物国内保管型）,その他,その他,,0.8312038,0.7462643666512588,,,-0.054330285099515874,52740.0,0.4406522563519151,0.1594615092908609,False
2025-07-28,15450,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ−１００（為替ヘッジなし）連動型上場投信,その他,その他,,14.9788915,1.0493020801489823,,,0.0,35130.0,0.1093082835183603,0.1093082835183603,False
2025-07-28,15460,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,その他,その他,,1.6406705,1.1977842032025494,,,-0.03347588851201888,65540.0,0.06255721696673788,0.06255721696673788,False
2025-07-28,15470,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,その他,その他,,6.73973695,2.292094476703849,,,-0.0048053820278711745,10355.0,0.08932882665379038,0.08932882665379038,False
2025-07-28,15500,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,その他,その他,,0.3867285,1.1469359241636727,,,0.0,6378.0,0.08592035120727504,0.08592035120727504,False
2025-07-28,15510,シンプレクス・アセット・マネジメント株式会社　東証スタンダードＴＯＰ２０ＥＴＦ,その他,その他,,0.0035354,0.17733023053080443,,,-0.018561872909699018,5869.0,0.06491736241267687,0.05469415573351499,False
2025-07-28,15540,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,その他,その他,,0.18478946,0.7808144798980353,,,0.0,5276.0,0.09021986353297962,0.08889310083396507,False
2025-07-28,15550,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ−ＲＥＩＴ）,その他,その他,,0.0228538,0.5219039911138068,,,-0.055276381909547756,2350.0,0.08936170212765959,0.08936170212765959,False
2025-07-28,15570,ステート・ストリート・グローバル・アドバイザーズ・トラスト・カンパニー　Ｓｔａｔｅ　Ｓｔｒｅｅｔ　ＳＰＤＲ　Ｓ＆Ｐ　５００　ＥＴＦ,その他,その他,,5.0331808,1.9966934230900408,,,-0.0011591148577450028,94790.0,0.08819495727397397,0.08819495727397397,False
2025-07-28,15590,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,その他,その他,,0.01764955,1.0668340843019282,,,-0.18181818181818177,3420.0,0.08421052631578951,0.08421052631578951,False
2025-07-28,155A0,情報戦略テクノロジー,情報･通信業,グロース,,1.441581,1.486004280668222,,,-0.08814102564102566,569.0,0.9701230228471003,0.8541300527240774,False
2025-07-28,15600,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,その他,その他,,0.00570091,0.657059947437832,,,-0.10941176470588232,5299.0,0.06491790903944139,0.062464615965276415,False
2025-07-28,15630,シンプレクス・アセット・マネジメント株式会社　東証グロース・コアＥＴＦ,その他,その他,,0.32481079,0.7320707857740346,,,-0.05769230769230771,2450.0,0.06040816326530618,-0.07755102040816331,False
2025-07-28,15660,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド新興国債券,その他,その他,,0.0834366,0.39437486224795365,,,-0.008678500986193272,50260.0,0.04655789892558704,0.04655789892558704,False
2025-07-28,15680,シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸブル２倍上場投信,その他,その他,,13.46889612,0.7524598754865348,,,-0.032548731151158417,526.1,0.25755559779509607,0.25755559779509607,False
2025-07-28,15690,シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸベア上場投信,その他,その他,,0.2995992,0.47270100430258855,,,-0.324715297014466,1097.0,0.007292616226071136,-0.11750227894257059,False
2025-07-28,156A0,マテリアルグループ,サービス業,グロース,,0.231264,0.3966594803466483,,,-0.1659340659340659,759.0,0.17786561264822143,-0.050065876152832645,False
2025-07-28,15700,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ日経平均レバレッジ・インデックス連動型上場投信,その他,その他,,1040.10497015,0.9814096238950104,,,-0.03855101362578928,28930.0,0.4455582440373316,0.444175596266851,False
2025-07-28,15710,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ日経平均インバース・インデックス連動型上場投信,その他,その他,,3.51291381,0.583758809552314,,,-0.30698287220026355,526.0,0.017110266159695797,-0.18631178707224338,False
2025-07-28,15720,シンプレクス・アセット・マネジメント株式会社　中国Ｈ株ブル２倍上場投信,その他,その他,,0.6145907,0.9579208731357999,,,-0.04867788461538458,7915.0,0.12318382817435247,0.07075173720783323,False
2025-07-28,15730,シンプレクス・アセット・マネジメント株式会社　中国Ｈ株ベア上場投信,その他,その他,,0.1509697,1.8289569884722297,,,-0.4132172536604669,7414.0,0.05597518208794172,0.008902077151335286,False
2025-07-28,15770,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,その他,その他,,0.804767,0.7446097855499262,,,-0.012920526572403723,40490.0,0.10669301061990621,0.09977772289454179,False
2025-07-28,15780,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンド日経２２５（ミニ）,その他,その他,,1.02578449,1.0268853753026603,,,-0.017669961066187456,3280.0,0.20884146341463405,0.2082317073170732,False
2025-07-28,15790,シンプレクス・アセット・マネジメント株式会社　日経平均ブル２倍上場投信,その他,その他,,82.41581954,1.0051079346461365,,,-0.03981481481481475,311.1,0.44680167148826744,0.4461587913854064,False
2025-07-28,157A0,グリーンモンスター,サービス業,グロース,,0.006671,0.26098914533977297,,,-0.49256689791873143,512.0,0.140625,0.03515625,False
2025-07-28,15800,シンプレクス・アセット・マネジメント株式会社　日経平均ベア上場投信,その他,その他,,3.5294098,0.9389534145139717,,,-0.31784841075794623,1395.0,0.018279569892473146,-0.18387096774193545,False
2025-07-28,15850,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ　Ｅｘ−Ｆｉｎａｎｃｉａｌｓ,その他,その他,,0.000582,0.08673039811040989,,,-0.02902902902902904,1940.0,0.18556701030927836,0.1721649484536083,False
2025-07-28,15860,アモーヴァ・アセットマネジメント株式会社　上場インデックスファンドＴＯＰＩＸ　Ｅｘ−Ｆｉｎａｎｃｉａｌｓ,その他,その他,,0.00761255,2.1524395002358125,,,-0.0145610278372591,2301.0,0.1368970013037809,0.1368970013037809,False
2025-07-28,15910,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,その他,その他,,0.1999295,0.17471723819218793,,,-0.015238803196431894,26495.0,0.11379505567088133,0.11360634081902243,False
