購入日,銘柄コード,業種,おすすめ度(%),買値,売値,決済理由,売却日,購入金額(固定),買手数料,売却金額,売手数料,純損益(固定1000万)
2024-11-01,47770,情報･通信業,87.6,223.0,211.8,SL(-5%),2024-11-06,10000000.0,1430,9497757.847533634,1430,-505102.15246636607
2024-11-01,70630,サービス業,85.4,630.0,693.0,TP(+10%),2024-11-05,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,27430,その他,91.4,104.0,98.8,SL(-5%),2024-11-06,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,68320,電気機器,77.8,2227.0,2115.7,SL(-5%),2024-11-06,10000000.0,1430,9500224.51728783,1430,-502635.4827121701
2024-11-01,45980,医薬品,86.4,658.0,625.1,SL(-5%),2024-11-06,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,30410,卸売業,86.2,440.0,484.0,TP(+10%),2024-11-05,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,37790,情報･通信業,81.4,189.0,207.9,TP(+10%),2024-11-05,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,40620,電気機器,70.5,4668.0,5134.8,TP(+10%),2024-11-05,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,35420,小売業,67.2,740.0,703.0,SL(-5%),2024-11-06,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,24370,サービス業,72.5,257.0,282.7,TP(+10%),2024-11-05,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-01,24920,サービス業,69.8,318.0,302.1,SL(-5%),2024-11-07,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,38100,情報･通信業,66.4,194.0,213.4,TP(+10%),2024-11-08,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,23300,情報･通信業,83.3,162.0,153.9,SL(-5%),2024-11-05,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,47720,情報･通信業,66.8,129.0,141.9,TP(+10%),2024-11-06,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,48910,医薬品,63.0,196.0,215.6,TP(+10%),2024-11-08,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,14720,その他,67.4,251.0,238.4,SL(-5%),2024-11-07,10000000.0,1430,9498007.96812749,1430,-504852.0318725109
2024-11-01,27210,卸売業,64.3,178.0,169.1,SL(-5%),2024-11-06,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-05,79010,その他製品,96.9,1230.0,1168.5,SL(-5%),2024-11-06,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-05,63910,機械,80.1,4005.0,3804.8,SL(-5%),2024-11-11,10000000.0,1430,9500124.84394507,1430,-502735.15605493076
2024-11-05,69610,電気機器,89.4,5000.0,5500.0,TP(+10%),2024-11-06,10000000.0,1430,11000000.0,1430,997140.0
2024-11-05,45980,医薬品,76.9,682.0,647.9,SL(-5%),2024-11-06,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-05,24370,サービス業,83.5,287.0,272.6,SL(-5%),2024-11-06,10000000.0,1430,9498257.839721255,1430,-504602.160278745
2024-11-05,70630,サービス業,79.2,727.0,799.7,TP(+10%),2024-11-06,10000000.0,1430,11000000.0,1430,997140.0
2024-11-05,71050,その他,70.5,1169.0,1285.9,TP(+10%),2024-11-08,10000000.0,1430,11000000.0,1430,997140.0
2024-11-05,63660,建設業,68.0,309.0,339.9,TP(+10%),2024-11-07,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-05,46640,サービス業,80.0,801.0,760.9,SL(-5%),2024-11-06,10000000.0,1430,9499375.780274656,1430,-503484.21972534433
2024-11-05,30410,卸売業,77.6,486.0,461.7,SL(-5%),2024-11-06,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-05,37790,情報･通信業,79.3,191.0,210.1,TP(+10%),2024-11-07,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-05,17730,建設業,66.6,71.0,78.1,TP(+10%),2024-11-07,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-05,66380,電気機器,62.8,1392.0,1531.2,TP(+10%),2024-11-07,10000000.0,1430,11000000.0,1430,997140.0
2024-11-05,17570,その他,62.8,25.0,23.8,SL(-5%),2024-11-12,10000000.0,1430,9520000.0,1430,-482860.0
2024-11-05,27430,その他,70.2,100.0,95.0,SL(-5%),2024-11-06,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,76870,卸売業,77.9,437.0,480.7,TP(+10%),2024-11-13,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,52530,情報･通信業,78.1,2094.0,2303.4,TP(+10%),2024-11-13,10000000.0,1430,11000000.0,1430,997140.0
2024-11-06,26560,小売業,96.1,94.0,89.3,SL(-5%),2024-11-07,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-06,45910,医薬品,86.7,85.0,80.8,SL(-5%),2024-11-07,10000000.0,1430,9505882.352941176,1430,-496977.6470588241
2024-11-06,39980,情報･通信業,69.8,383.0,363.8,SL(-5%),2024-11-12,10000000.0,1430,9498694.51697128,1430,-504165.4830287192
2024-11-06,70630,サービス業,85.1,760.0,836.0,TP(+10%),2024-11-07,10000000.0,1430,11000000.0,1430,997140.0
2024-11-06,47720,情報･通信業,84.0,117.0,111.1,SL(-5%),2024-11-13,10000000.0,1430,9495726.495726496,1430,-507133.504273504
2024-11-06,44920,情報･通信業,70.1,618.0,587.1,SL(-5%),2024-11-07,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-06,50250,情報･通信業,77.3,581.0,639.1,TP(+10%),2024-11-07,10000000.0,1430,11000000.0,1430,997140.0
2024-11-06,23950,サービス業,69.0,1348.0,1482.8,TP(+10%),2024-11-11,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-06,67310,電気機器,77.4,71.0,78.1,TP(+10%),2024-11-07,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-06,45980,医薬品,71.2,637.0,605.1,SL(-5%),2024-11-07,10000000.0,1430,9499215.070643643,1430,-503644.9293563571
2024-11-06,79010,その他製品,81.8,1070.0,1016.5,SL(-5%),2024-11-07,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-06,38250,小売業,64.3,148.0,162.8,TP(+10%),2024-11-07,10000000.0,1430,11000000.0,1430,997140.0
2024-11-06,55720,情報･通信業,63.6,1980.0,2178.0,TP(+10%),2024-11-11,10000000.0,1430,11000000.0,1430,997140.0
2024-11-06,76030,小売業,78.3,224.0,212.8,SL(-5%),2024-11-07,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-06,55970,情報･通信業,71.6,732.0,695.4,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-06,15140,鉱業,85.1,1069.0,1175.9,TP(+10%),2024-11-07,10000000.0,1430,11000000.0,1430,997140.0
2024-11-06,46640,サービス業,70.3,753.0,715.4,SL(-5%),2024-11-08,10000000.0,1430,9500664.010624168,1430,-502195.98937583156
2024-11-06,45940,医薬品,68.1,49.0,46.5,SL(-5%),2024-11-08,10000000.0,1430,9489795.918367347,1430,-513064.08163265325
2024-11-06,24370,サービス業,70.7,270.0,256.5,SL(-5%),2024-11-07,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-06,70620,サービス業,61.0,1244.0,1181.8,SL(-5%),2024-11-08,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,77930,その他製品,78.7,1210.0,1331.0,TP(+10%),2024-11-14,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,93250,倉庫･運輸関連業,66.7,901.0,991.1,TP(+10%),2024-11-14,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,24890,サービス業,64.0,338.0,321.1,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-05,40620,電気機器,66.9,5185.0,4925.8,SL(-5%),2024-11-14,10000000.0,1430,9500096.432015428,1430,-502763.5679845717
2024-11-06,32660,不動産業,79.2,79.0,86.9,TP(+10%),2024-11-14,10000000.0,1430,11000000.0,1430,997140.0
2024-11-07,67310,電気機器,99.0,81.0,77.0,SL(-5%),2024-11-08,10000000.0,1430,9506172.839506174,1430,-496687.1604938265
2024-11-07,51310,情報･通信業,92.9,158.0,173.8,TP(+10%),2024-11-08,10000000.0,1430,11000000.0,1430,997140.0
2024-11-07,38070,情報･通信業,90.9,79.0,75.0,SL(-5%),2024-11-08,10000000.0,1430,9493670.88607595,1430,-509189.1139240507
2024-11-07,52850,ガラス･土石製品,74.5,1341.0,1475.1,TP(+10%),2024-11-08,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-07,50250,情報･通信業,83.5,681.0,749.1,TP(+10%),2024-11-08,10000000.0,1430,11000000.0,1430,997140.0
2024-11-07,66340,電気機器,78.9,94.0,103.4,TP(+10%),2024-11-11,10000000.0,1430,11000000.0,1430,997140.0
2024-11-07,70360,サービス業,67.7,930.0,883.5,SL(-5%),2024-11-08,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-07,23150,情報･通信業,73.9,48.0,52.8,TP(+10%),2024-11-11,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-07,63240,機械,69.4,2799.0,2659.0,SL(-5%),2024-11-11,10000000.0,1430,9499821.364773134,1430,-503038.63522686623
2024-11-07,15140,鉱業,87.5,1009.0,958.5,SL(-5%),2024-11-08,10000000.0,1430,9499504.459861249,1430,-503355.54013875127
2024-11-07,66220,電気機器,65.0,7270.0,6906.5,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-07,44770,情報･通信業,66.0,237.0,260.7,TP(+10%),2024-11-12,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-07,92290,サービス業,68.1,1402.0,1331.9,SL(-5%),2024-11-08,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-07,70630,サービス業,81.9,610.0,579.5,SL(-5%),2024-11-08,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-07,60160,輸送用機器,64.2,4155.0,3947.2,SL(-5%),2024-11-08,10000000.0,1430,9499879.663056558,1430,-502980.336943442
2024-11-07,44920,情報･通信業,66.0,598.0,568.1,SL(-5%),2024-11-11,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-07,37440,情報･通信業,66.5,429.0,407.5,SL(-5%),2024-11-08,10000000.0,1430,9498834.498834498,1430,-504025.5011655018
2024-11-07,26560,小売業,69.3,82.0,90.2,TP(+10%),2024-11-13,10000000.0,1430,11000000.0,1430,997140.0
2024-11-07,30410,卸売業,76.7,469.0,445.5,SL(-5%),2024-11-08,10000000.0,1430,9498933.901918977,1430,-503926.0980810225
2024-11-07,17730,建設業,67.1,74.0,70.3,SL(-5%),2024-11-11,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-07,61770,サービス業,75.7,93.0,102.3,TP(+10%),2024-11-13,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-07,38250,小売業,63.7,152.0,167.2,TP(+10%),2024-11-14,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-07,47720,情報･通信業,65.8,118.0,112.1,SL(-5%),2024-11-11,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,45520,医薬品,65.7,679.0,645.0,SL(-5%),2024-11-15,10000000.0,1430,9499263.622974962,1430,-503596.377025038
2024-11-01,31870,小売業,66.2,395.0,375.2,SL(-5%),2024-11-15,10000000.0,1430,9498734.17721519,1430,-504125.8227848094
2024-11-06,175A0,情報･通信業,86.4,921.0,874.9,SL(-5%),2024-11-15,10000000.0,1430,9499457.111834962,1430,-503402.8881650381
2024-11-07,17110,建設業,67.2,280.0,266.0,SL(-5%),2024-11-15,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-07,44800,情報･通信業,62.1,3490.0,3839.0,TP(+10%),2024-11-15,10000000.0,1430,11000000.0,1430,997140.0
2024-11-08,17830,不動産業,81.3,41.0,38.9,SL(-5%),2024-11-15,10000000.0,1430,9487804.87804878,1430,-515055.12195122056
2024-11-08,60260,その他,83.1,6370.0,6051.5,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-08,23880,その他金融業,80.0,74.0,70.3,SL(-5%),2024-11-11,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-08,48910,医薬品,79.4,195.0,185.2,SL(-5%),2024-11-11,10000000.0,1430,9497435.897435896,1430,-505424.1025641039
2024-11-08,38100,情報･通信業,74.4,220.0,209.0,SL(-5%),2024-11-11,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-08,75780,小売業,83.6,148.0,140.6,SL(-5%),2024-11-11,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-08,58670,サービス業,73.4,1045.0,1149.5,TP(+10%),2024-11-11,10000000.0,1430,11000000.0,1430,997140.0
2024-11-08,69630,電気機器,67.4,1563.5,1485.3,SL(-5%),2024-11-14,10000000.0,1430,9499840.102334505,1430,-503019.89766549505
2024-11-08,39850,情報･通信業,77.2,205.0,194.8,SL(-5%),2024-11-11,10000000.0,1430,9502439.024390245,1430,-500420.97560975514
2024-11-08,55350,不動産業,76.9,1487.0,1412.6,SL(-5%),2024-11-11,10000000.0,1430,9499663.752521856,1430,-503196.24747814424
2024-11-08,38070,情報･通信業,64.8,77.0,84.7,TP(+10%),2024-11-11,10000000.0,1430,11000000.0,1430,997140.0
2024-11-08,63150,機械,68.3,1800.0,1710.0,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-08,48940,医薬品,63.0,6650.0,6317.5,SL(-5%),2024-11-12,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-08,67310,電気機器,70.6,72.0,79.2,TP(+10%),2024-11-14,10000000.0,1430,11000000.0,1430,997140.0
2024-11-08,92290,サービス業,65.1,1300.0,1235.0,SL(-5%),2024-11-11,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,65260,電気機器,66.9,2485.5,2361.2,SL(-5%),2024-11-18,10000000.0,1430,9499899.416616375,1430,-502960.5833836254
2024-11-05,29370,食料品,70.5,1935.0,1838.2,SL(-5%),2024-11-18,10000000.0,1430,9499741.602067184,1430,-503118.3979328163
2024-11-11,66340,電気機器,92.8,101.0,111.1,TP(+10%),2024-11-12,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-11,73860,その他,91.9,2570.0,2441.5,SL(-5%),2024-11-12,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,87830,その他金融業,94.1,302.0,286.9,SL(-5%),2024-11-18,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,61860,サービス業,74.4,440.0,418.0,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,40710,情報･通信業,76.0,1733.0,1646.3,SL(-5%),2024-11-15,10000000.0,1430,9499711.482977495,1430,-503148.5170225054
2024-11-11,23150,情報･通信業,78.9,52.0,57.2,TP(+10%),2024-11-12,10000000.0,1430,11000000.0,1430,997140.0
2024-11-11,65510,サービス業,70.0,609.0,578.5,SL(-5%),2024-11-15,10000000.0,1430,9499178.981937602,1430,-503681.01806239784
2024-11-11,29700,不動産業,82.0,2775.0,2636.2,SL(-5%),2024-11-12,10000000.0,1430,9499819.81981982,1430,-503040.1801801808
2024-11-11,55700,情報･通信業,71.6,623.0,591.9,SL(-5%),2024-11-12,10000000.0,1430,9500802.568218298,1430,-502057.43178170174
2024-11-11,41690,情報･通信業,79.7,308.0,292.6,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,70630,サービス業,81.3,410.0,389.5,SL(-5%),2024-11-12,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,43760,情報･通信業,65.8,233.0,221.3,SL(-5%),2024-11-15,10000000.0,1430,9497854.077253219,1430,-505005.92274678126
2024-11-11,62580,機械,65.8,5400.0,5130.0,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,17830,不動産業,67.4,41.0,38.9,SL(-5%),2024-11-15,10000000.0,1430,9487804.87804878,1430,-515055.12195122056
2024-11-11,70600,サービス業,67.0,437.0,415.1,SL(-5%),2024-11-14,10000000.0,1430,9498855.835240275,1430,-504004.16475972533
2024-11-11,48910,医薬品,77.2,197.0,216.7,TP(+10%),2024-11-12,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-11,37770,情報･通信業,66.4,32.0,30.4,SL(-5%),2024-11-15,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,78510,その他製品,64.1,223.0,245.3,TP(+10%),2024-11-12,10000000.0,1430,11000000.0,1430,997140.0
2024-11-11,78680,その他製品,74.6,501.0,475.9,SL(-5%),2024-11-14,10000000.0,1430,9499001.996007983,1430,-503858.00399201736
2024-11-11,23880,その他金融業,69.3,70.0,66.5,SL(-5%),2024-11-15,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,70690,サービス業,69.3,1040.0,1144.0,TP(+10%),2024-11-13,10000000.0,1430,11000000.0,1430,997140.0
2024-11-11,55350,不動産業,78.0,1599.0,1519.0,SL(-5%),2024-11-12,10000000.0,1430,9499687.304565353,1430,-503172.6954346467
2024-11-11,147A0,情報･通信業,66.0,1168.0,1109.6,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,45720,医薬品,70.2,332.0,315.4,SL(-5%),2024-11-12,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,71120,小売業,63.7,500.0,475.0,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-11,65250,電気機器,64.8,2953.0,2805.3,SL(-5%),2024-11-12,10000000.0,1430,9499830.680663733,1430,-503029.3193362672
2024-11-11,65780,サービス業,67.9,271.0,298.1,TP(+10%),2024-11-15,10000000.0,1430,11000000.0,1430,997140.0
2024-11-11,74260,卸売業,69.9,1194.0,1134.3,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-05,67690,電気機器,86.4,1047.0,994.6,SL(-5%),2024-11-19,10000000.0,1430,9499522.445081184,1430,-503337.5549188163
2024-11-07,70890,サービス業,73.2,922.0,1014.2,TP(+10%),2024-11-19,10000000.0,1430,11000000.0,1430,997140.0
2024-11-08,39370,情報･通信業,65.1,1234.0,1357.4,TP(+10%),2024-11-19,10000000.0,1430,11000000.0,1430,997140.0
2024-11-11,49330,化学,64.9,1880.0,2068.0,TP(+10%),2024-11-19,10000000.0,1430,11000000.0,1430,997140.0
2024-11-12,76150,小売業,94.4,99.0,108.9,TP(+10%),2024-11-13,10000000.0,1430,11000000.0,1430,997140.0
2024-11-12,66340,電気機器,91.5,115.0,109.2,SL(-5%),2024-11-13,10000000.0,1430,9495652.173913045,1430,-507207.82608695515
2024-11-12,64240,機械,80.1,1148.0,1090.6,SL(-5%),2024-11-18,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,40590,情報･通信業,78.9,638.0,606.1,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,66770,電気機器,72.3,2090.0,1985.5,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,73860,その他,72.1,2352.0,2587.2,TP(+10%),2024-11-19,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-12,43790,情報･通信業,69.0,377.0,358.1,SL(-5%),2024-11-13,10000000.0,1430,9498673.74005305,1430,-504186.2599469498
2024-11-12,27430,その他,88.7,75.0,71.2,SL(-5%),2024-11-13,10000000.0,1430,9493333.333333334,1430,-509526.66666666605
2024-11-12,44480,情報･通信業,66.4,556.0,611.6,TP(+10%),2024-11-13,10000000.0,1430,11000000.0,1430,997140.0
2024-11-12,68620,電気機器,68.8,795.0,874.5,TP(+10%),2024-11-13,10000000.0,1430,11000000.0,1430,997140.0
2024-11-12,63380,機械,72.9,2104.0,1998.8,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,77170,精密機器,68.7,2266.0,2152.7,SL(-5%),2024-11-18,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,68710,電気機器,70.3,3910.0,3714.5,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,23380,情報･通信業,71.3,434.0,477.4,TP(+10%),2024-11-19,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-12,29800,不動産業,63.3,3485.0,3310.8,SL(-5%),2024-11-14,10000000.0,1430,9500143.472022956,1430,-502716.52797704376
2024-11-12,29310,食料品,68.7,454.0,431.3,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,66590,電気機器,79.4,78.0,85.8,TP(+10%),2024-11-13,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-12,87830,その他金融業,72.8,330.0,313.5,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,67770,電気機器,63.2,6040.0,5738.0,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,70030,機械,66.2,1231.0,1169.5,SL(-5%),2024-11-13,10000000.0,1430,9500406.173842406,1430,-502453.8261575941
2024-11-12,81040,卸売業,64.0,647.0,614.6,SL(-5%),2024-11-18,10000000.0,1430,9499227.202472953,1430,-503632.7975270469
2024-11-12,48910,医薬品,66.7,217.0,206.1,SL(-5%),2024-11-13,10000000.0,1430,9497695.852534562,1430,-505164.14746543765
2024-11-12,62280,機械,68.8,1258.0,1195.1,SL(-5%),2024-11-13,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,39260,情報･通信業,63.6,594.0,653.4,TP(+10%),2024-11-14,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-12,65500,その他,63.7,137.0,130.2,SL(-5%),2024-11-13,10000000.0,1430,9503649.635036495,1430,-499210.3649635054
2024-11-12,61850,サービス業,61.6,285.0,270.8,SL(-5%),2024-11-14,10000000.0,1430,9501754.385964911,1430,-501105.61403508857
2024-11-12,72560,輸送用機器,63.4,145.0,137.8,SL(-5%),2024-11-15,10000000.0,1430,9503448.27586207,1430,-499411.7241379302
2024-11-12,68550,電気機器,63.8,2121.0,2014.9,SL(-5%),2024-11-14,10000000.0,1430,9499764.2621405,1430,-503095.7378595006
2024-11-12,67230,電気機器,63.9,2156.5,2048.7,SL(-5%),2024-11-15,10000000.0,1430,9500115.928587988,1430,-502744.071412012
2024-11-12,34940,不動産業,64.2,406.0,385.7,SL(-5%),2024-11-14,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-01,70220,機械,74.5,159.0,174.9,TP(+10%),2024-11-22,10000000.0,1430,11000000.0,1430,997140.0
2024-11-01,71110,卸売業,66.2,50.0,55.0,TP(+10%),2024-11-20,10000000.0,1430,11000000.0,1430,997140.0
2024-11-06,77190,精密機器,77.5,202.0,222.2,TP(+10%),2024-11-25,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-06,62550,機械,63.8,881.0,969.1,TP(+10%),2024-11-26,10000000.0,1430,11000000.0,1430,997140.0
2024-11-07,13820,水産・農林業,73.7,1738.0,1911.8,TP(+10%),2024-11-26,10000000.0,1430,11000000.0,1430,997140.0
2024-11-07,45910,医薬品,62.5,79.0,86.9,TP(+10%),2024-11-25,10000000.0,1430,11000000.0,1430,997140.0
2024-11-07,55850,その他,65.0,1649.0,1566.5,SL(-5%),2024-11-26,10000000.0,1430,9499696.785930866,1430,-503163.2140691336
2024-11-11,15180,その他製品,61.5,3805.0,3614.8,SL(-5%),2024-11-20,10000000.0,1430,9500131.406044679,1430,-502728.59395532124
2024-11-12,70710,サービス業,94.7,967.0,918.6,SL(-5%),2024-11-25,10000000.0,1430,9499482.936918303,1430,-503377.06308169663
2024-11-12,72130,輸送用機器,68.1,532.0,505.4,SL(-5%),2024-11-26,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-12,68670,電気機器,72.0,440.0,484.0,TP(+10%),2024-11-21,10000000.0,1430,11000000.0,1430,997140.0
2024-11-12,72010,輸送用機器,81.9,415.8,395.0,SL(-5%),2024-11-26,10000000.0,1430,9499759.499759499,1430,-503100.500240501
2024-11-13,65480,サービス業,90.9,210.0,199.5,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-13,41680,情報･通信業,87.9,851.0,808.4,SL(-5%),2024-11-20,10000000.0,1430,9499412.455934195,1430,-503447.54406580515
2024-11-13,68620,電気機器,91.9,902.0,856.9,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-13,41770,情報･通信業,76.8,1126.0,1069.7,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-13,76150,小売業,94.0,89.0,84.5,SL(-5%),2024-11-20,10000000.0,1430,9494382.02247191,1430,-508477.97752808966
2024-11-13,26560,小売業,95.4,86.0,81.7,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-13,66590,電気機器,93.9,102.0,96.9,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-13,70740,サービス業,90.4,199.0,218.9,TP(+10%),2024-11-20,10000000.0,1430,11000000.0,1430,997140.0
2024-11-13,27800,小売業,79.6,3400.0,3740.0,TP(+10%),2024-11-22,10000000.0,1430,11000000.0,1430,997140.0
2024-11-13,61250,機械,71.3,4015.0,4416.5,TP(+10%),2024-11-22,10000000.0,1430,11000000.0,1430,997140.0
2024-11-13,29340,食料品,87.2,1926.0,2118.6,TP(+10%),2024-11-20,10000000.0,1430,10999999.999999998,1430,997139.9999999981
2024-11-13,27430,その他,89.7,72.0,68.4,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-13,46670,情報･通信業,68.6,1145.0,1259.5,TP(+10%),2024-11-20,10000000.0,1430,11000000.0,1430,997140.0
2024-11-13,65370,サービス業,68.8,343.0,325.8,SL(-5%),2024-11-20,10000000.0,1430,9498542.274052478,1430,-504317.7259475216
2024-11-13,40510,情報･通信業,68.6,6740.0,7414.0,TP(+10%),2024-11-20,10000000.0,1430,11000000.0,1430,997140.0
2024-11-13,70140,輸送用機器,66.6,1786.0,1696.7,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-13,44880,情報･通信業,69.9,3515.0,3339.2,SL(-5%),2024-11-26,10000000.0,1430,9499857.752489332,1430,-503002.2475106679
2024-11-13,93480,サービス業,66.6,612.0,581.4,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-13,55970,情報･通信業,71.4,716.0,787.6,TP(+10%),2024-11-20,10000000.0,1430,11000000.0,1430,997140.0
2024-11-13,65250,電気機器,67.3,2507.0,2381.7,SL(-5%),2024-11-20,10000000.0,1430,9500199.441563621,1430,-502660.55843637884
2024-11-13,62660,機械,62.2,3080.0,2926.0,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-13,55740,情報･通信業,65.7,2522.0,2395.9,SL(-5%),2024-11-20,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-06,69610,電気機器,71.5,5550.0,5272.5,SL(-5%),2024-11-27,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-06,90900,陸運業,66.7,1029.0,977.5,SL(-5%),2024-11-27,10000000.0,1430,9499514.091350826,1430,-503345.9086491745
2024-11-08,70360,サービス業,70.2,910.0,864.5,SL(-5%),2024-11-27,10000000.0,1430,9500000.0,1430,-502860.0
2024-11-08,94240,情報･通信業,65.8,143.0,135.8,SL(-5%),2024-11-27,10000000.0,1430,9496503.496503498,1430,-506356.5034965016
2024-11-11,67790,電気機器,64.6,971.0,922.4,SL(-5%),2024-11-27,10000000.0,1430,9499485.066941299,1430,-503374.93305870146
